Time(s),Position1,Current1,Position2,Current2
0.087,2070,-43,1991,11
0.183,2178,-55,1895,17
0.279,2278,-61,1795,17
0.375,2376,-63,1695,15
0.471,2474,-63,1598,14
0.567,2574,-64,1498,15
0.663,2672,-63,1399,20
0.759,2772,-63,1299,20
0.855,2870,-61,1200,18
0.951,2969,-58,1101,14
