Time(s),Position1,Current1,Position2,Current2
0.087,2051,0,2041,10
0.087,2051,0,2041,10,1
0.183,2057,0,2033,-8
0.183,2057,0,2033,-8,1
0.279,2069,0,2024,0
0.279,2069,0,2024,0,1
0.375,2078,0,2013,-4
0.375,2078,0,2013,-4,1
0.471,2088,0,2004,-12
0.471,2088,0,2004,-12,1
0.567,2098,-1,1994,-7
0.567,2098,-1,1994,-7,1
0.663,2108,0,1984,-8
0.663,2108,0,1984,-8,1
0.759,2118,-1,1974,-6
0.759,2118,-1,1974,-6,1
0.855,2128,0,1964,-8
0.855,2128,0,1964,-8,1
0.951,2138,0,1955,-10
0.951,2138,0,1955,-10,1
1.047,2148,0,1944,-14
1.047,2148,0,1944,-14,1
1.143,2157,-1,1935,-9
1.143,2157,-1,1935,-9,1
1.239,2167,0,1925,-7
1.239,2167,0,1925,-7,1
1.335,2177,0,1915,-14
1.335,2177,0,1915,-14,1
1.431,2187,0,1906,-6
1.431,2187,0,1906,-6,1
1.527,2197,0,1894,-11
1.527,2197,0,1894,-11,1
1.623,2207,-3,1884,-12
1.623,2207,-3,1884,-12,1
1.719,2217,-1,1875,-12
1.719,2217,-1,1875,-12,1
1.815,2227,-2,1865,-13
1.815,2227,-2,1865,-13,1
1.911,2237,-1,1854,-9
1.911,2237,-1,1854,-9,1
2.007,2247,0,1845,-4
2.007,2247,0,1845,-4,1
2.103,2256,-1,1836,-3
2.103,2256,-1,1836,-3,1
2.199,2265,0,1826,-3
2.199,2265,0,1826,-3,1
2.295,2275,-1,1816,-4
2.295,2275,-1,1816,-4,1
2.391,2285,0,1805,-11
2.391,2285,0,1805,-11,1
2.487,2295,0,1795,-3
2.487,2295,0,1795,-3,1
2.583,2306,-2,1785,-4
2.583,2306,-2,1785,-4,1
2.679,2316,-2,1776,-5
2.679,2316,-2,1776,-5,1
2.775,2326,-1,1766,-2
2.775,2326,-1,1766,-2,1
2.871,2336,-3,1755,2
2.871,2336,-3,1755,2,1
2.967,2346,-1,1746,-5
2.967,2346,-1,1746,-5,1
3.063,2355,-1,1737,-3
3.063,2355,-1,1737,-3,1
