Time(s),Position1,Current1,Position2,Current2
0.087,2070,-42,1991,10
0.183,2178,-57,1895,19
0.279,2278,-60,1795,16
0.375,2376,-63,1695,15
0.471,2474,-62,1597,17
0.567,2575,-63,1497,16
0.663,2672,-63,1399,21
0.759,2772,-59,1300,20
0.855,2871,-57,1200,19
0.951,2968,-59,1102,15
