Time(s),Position1,Current1,Position2,Current2
0.087,2051,0,2042,8
0.087,2051,0,2042,8,1
0.215,2059,0,2033,-2
0.215,2059,0,2033,-2,1
0.343,2070,0,2023,-1
0.343,2070,0,2023,-1,1
0.471,2080,0,2013,-4
0.471,2080,0,2013,-4,1
0.599,2090,0,2004,-6
0.599,2090,0,2004,-6,1
0.727,2100,0,1994,-11
0.727,2100,0,1994,-11,1
0.855,2111,0,1984,-9
0.855,2111,0,1984,-9,1
0.983,2120,0,1975,-7
0.983,2120,0,1975,-7,1
1.111,2131,-3,1964,-10
1.111,2131,-3,1964,-10,1
1.239,2140,-2,1955,-7
1.239,2140,-2,1955,-7,1
1.367,2150,0,1945,-9
1.367,2150,0,1945,-9,1
1.495,2159,-1,1935,-8
1.495,2159,-1,1935,-8,1
1.623,2169,-2,1925,-10
1.623,2169,-2,1925,-10,1
1.751,2179,-2,1915,-13
1.751,2179,-2,1915,-13,1
1.879,2190,-2,1906,-13
1.879,2190,-2,1906,-13,1
2.007,2199,-2,1895,-11
2.007,2199,-2,1895,-11,1
2.135,2209,-1,1885,-10
2.135,2209,-1,1885,-10,1
2.263,2220,-3,1875,-4
2.263,2220,-3,1875,-4,1
2.391,2230,-1,1865,-9
2.391,2230,-1,1865,-9,1
2.519,2240,-3,1854,-3
2.519,2240,-3,1854,-3,1
2.647,2249,-1,1845,-11
2.647,2249,-1,1845,-11,1
2.775,2258,-3,1836,-5
2.775,2258,-3,1836,-5,1
2.903,2268,-1,1826,-5
2.903,2268,-1,1826,-5,1
3.031,2279,-1,1816,-4
3.031,2279,-1,1816,-4,1
3.159,2288,-2,1806,-10
3.159,2288,-2,1806,-10,1
3.287,2298,-1,1795,-4
3.287,2298,-1,1795,-4,1
3.415,2309,-2,1786,-1
3.415,2309,-2,1786,-1,1
3.543,2319,-2,1775,-4
3.543,2319,-2,1775,-4,1
3.671,2329,0,1766,-2
3.671,2329,0,1766,-2,1
3.799,2338,0,1755,-5
3.799,2338,0,1755,-5,1
3.927,2348,-2,1746,-11
3.927,2348,-2,1746,-11,1
4.055,2357,-1,1736,-12
4.055,2357,-1,1736,-12,1
4.185,2367,-4,1726,1
4.185,2367,-4,1726,1,1
4.311,2377,-3,1717,0
4.311,2377,-3,1717,0,1
4.439,2387,-2,1707,0
4.439,2387,-2,1707,0,1
4.567,2397,-1,1696,-12
4.567,2397,-1,1696,-12,1
4.695,2407,-1,1687,-4
4.695,2407,-1,1687,-4,1
4.823,2417,-3,1676,-6
4.823,2417,-3,1676,-6,1
4.951,2428,-1,1666,-9
4.951,2428,-1,1666,-9,1
5.079,2438,-3,1656,-12
5.079,2438,-3,1656,-12,1
5.207,2447,-2,1647,3
5.207,2447,-2,1647,3,1
5.335,2457,-3,1637,-3
5.335,2457,-3,1637,-3,1
5.463,2467,-1,1627,-6
5.463,2467,-1,1627,-6,1
5.591,2477,-3,1617,-10
5.591,2477,-3,1617,-10,1
5.719,2486,-1,1607,-11
5.719,2486,-1,1607,-11,1
5.847,2496,-1,1598,-5
5.847,2496,-1,1598,-5,1
5.975,2507,-1,1587,-11
5.975,2507,-1,1587,-11,1
6.103,2516,-2,1578,-7
6.103,2516,-2,1578,-7,1
6.231,2526,-1,1567,-1
6.231,2526,-1,1567,-1,1
6.359,2536,-3,1557,-8
6.359,2536,-3,1557,-8,1
6.488,2546,-1,1548,0
6.488,2546,-1,1548,0,1
6.615,2555,0,1538,-11
6.615,2555,0,1538,-11,1
6.743,2565,0,1528,-1
6.743,2565,0,1528,-1,1
6.871,2576,-2,1518,-3
6.871,2576,-2,1518,-3,1
6.999,2586,-6,1509,3
6.999,2586,-6,1509,3,1
7.127,2596,-2,1499,-6
7.127,2596,-2,1499,-6,1
7.255,2606,-1,1489,-2
7.255,2606,-1,1489,-2,1
7.383,2616,-2,1478,-2
7.383,2616,-2,1478,-2,1
7.511,2626,-2,1468,-11
7.511,2626,-2,1468,-11,1
