Time(s),Position1,Current1,Position2,Current2
7.639,2636,-1,1459,-3
7.639,2636,-1,1459,-3,1
7.767,2645,-1,1449,0
7.767,2645,-1,1449,0,1
7.895,2655,-3,1440,-7
7.895,2655,-3,1440,-7,1
8.023,2664,-3,1429,-9
8.023,2664,-3,1429,-9,1
8.151,2675,-2,1419,-2
8.151,2675,-2,1419,-2,1
8.279,2684,-5,1409,-2
8.279,2684,-5,1409,-2,1
8.407,2695,-1,1399,-10
8.407,2695,-1,1399,-10,1
8.535,2705,-2,1389,-11
8.535,2705,-2,1389,-11,1
8.663,2714,-1,1380,-9
8.663,2714,-1,1380,-9,1
8.791,2725,-3,1369,-9
8.791,2725,-3,1369,-9,1
8.919,2735,-3,1359,-2
8.919,2735,-3,1359,-2,1
9.047,2744,-1,1350,-3
9.047,2744,-1,1350,-3,1
9.175,2754,-4,1340,-10
9.175,2754,-4,1340,-10,1
9.303,2764,-2,1331,-2
9.303,2764,-2,1331,-2,1
9.431,2774,0,1320,-5
9.431,2774,0,1320,-5,1
9.559,2783,-4,1310,-5
9.559,2783,-4,1310,-5,1
9.687,2794,-3,1301,1
9.687,2794,-3,1301,1,1
9.815,2804,-3,1290,-1
9.815,2804,-3,1290,-1,1
9.943,2814,-1,1281,-10
9.943,2814,-1,1281,-10,1
10.071,2824,-3,1270,-10
10.071,2824,-3,1270,-10,1
10.199,2834,-3,1260,-10
10.199,2834,-3,1260,-10,1
10.327,2843,0,1251,-1
10.327,2843,0,1251,-1,1
10.455,2853,-2,1242,-2
10.455,2853,-2,1242,-2,1
10.583,2862,-3,1232,-3
10.583,2862,-3,1232,-3,1
10.711,2873,-1,1222,-3
10.711,2873,-1,1222,-3,1
10.839,2883,-2,1212,-9
10.839,2883,-2,1212,-9,1
10.967,2892,-3,1201,-3
10.967,2892,-3,1201,-3,1
11.095,2903,-2,1192,-4
11.095,2903,-2,1192,-4,1
11.223,2912,-2,1181,-7
11.223,2912,-2,1181,-7,1
11.351,2922,-1,1172,-5
11.351,2922,-1,1172,-5,1
11.479,2933,-3,1162,-3
11.479,2933,-3,1162,-3,1
11.607,2942,0,1152,-7
11.607,2942,0,1152,-7,1
11.735,2952,-1,1143,-4
11.735,2952,-1,1143,-4,1
11.863,2962,-3,1133,-5
11.863,2962,-3,1133,-5,1
11.991,2971,-5,1123,-15
11.991,2971,-5,1123,-15,1
12.119,2982,-4,1113,-11
12.119,2982,-4,1113,-11,1
12.247,2992,-4,1103,-7
12.247,2992,-4,1103,-7,1
12.375,3002,-4,1093,-5
12.375,3002,-4,1093,-5,1
12.503,3012,-3,1083,-14
12.503,3012,-3,1083,-14,1
12.631,3022,-4,1073,-6
12.631,3022,-4,1073,-6,1
12.759,3032,-1,1063,-9
12.759,3032,-1,1063,-9,1
