Time (s),Current (mA),Position
0.0159075,3,-2953
0.0740448,10,-2952
0.138058,11,-2947
0.202075,10,-2926
0.266044,6,-2892
0.330006,-8,-2860
0.394052,13,-2861
0.45808,8,-2871
0.522027,7,-2862
0.586135,9,-2832
0.650064,5,-2789
0.714,-9,-2746
0.778032,11,-2744
0.842004,9,-2751
0.905925,12,-2739
0.97002,10,-2708
1.03402,16,-2664
1.09795,-9,-2622
1.16194,11,-2616
